 1.18301968E+01    4.86461196E+00	   1.43227E+02
 1.30493418E+01    5.01588887E+00	   1.43229E+02
 1.43783218E+01    5.16247727E+00	   1.43231E+02
 1.58231268E+01    5.30316461E+00	   1.43234E+02
 1.73947368E+01    5.43749186E+00	   1.43237E+02
 1.90991468E+01    5.57746355E+00	   1.43241E+02
 2.09473368E+01    5.71777394E+00	   1.43246E+02
 2.29482968E+01    5.85445794E+00	   1.43253E+02
 2.51120067E+01    5.98526570E+00	   1.43261E+02
 2.74484567E+01    6.10920006E+00	   1.43270E+02
 2.99686267E+01    6.22616273E+00	   1.43282E+02
 3.26825017E+01    6.33651926E+00	   1.43295E+02
 3.56030617E+01    6.44098068E+00	   1.43311E+02
 3.87402917E+01    6.54016700E+00	   1.43329E+02
 4.21071717E+01    6.63469867E+00	   1.43350E+02
 4.57156867E+01    6.73372535E+00	   1.43377E+02
 4.95768167E+01    6.83998261E+00	   1.43411E+02
 5.37045416E+01    6.95197355E+00	   1.43455E+02
 5.81098416E+01    7.06871282E+00	   1.43509E+02
 6.28077066E+01    7.18980107E+00	   1.43575E+02
 6.78081066E+01    7.31495815E+00	   1.43659E+02
 7.31250066E+01    7.45600325E+00	   1.43777E+02
 7.87714065E+01    7.64513328E+00	   1.43961E+02
 8.47593065E+01    7.89614775E+00	   1.44218E+02
 9.11006565E+01    8.18295570E+00	   1.44522E+02
 9.78064565E+01    8.48220813E+00	   1.44873E+02
 1.04886706E+02    8.91926372E+00	   1.45408E+02
 1.12355356E+02    9.68480105E+00	   1.46280E+02
 1.20223406E+02    1.07376054E+01	   1.47398E+02
 1.28500806E+02    1.19491536E+01	   1.48636E+02
 1.37197606E+02    1.33030512E+01	   1.49993E+02
 1.46313756E+02    1.47974683E+01	   1.51467E+02
 1.55859256E+02    1.64355330E+01	   1.53059E+02
 1.65854056E+02    1.82213340E+01	   1.54763E+02
 1.76278206E+02    2.03261232E+01	   1.56608E+02
 1.87161656E+02    2.29123396E+01	   1.58626E+02
 1.98494406E+02    2.59303552E+01	   1.60806E+02
 2.10276506E+02    2.92755931E+01	   1.63141E+02
 2.22507906E+02    3.28310261E+01	   1.65620E+02
 2.35188606E+02    3.65153852E+01	   1.68231E+02
 2.48318656E+02    4.03019416E+01	   1.70958E+02
 2.61888056E+02    4.41823727E+01	   1.73801E+02
 2.75886756E+02    4.82847085E+01	   1.76793E+02
 2.90324806E+02    5.26349349E+01	   1.79930E+02
 3.05162256E+02    5.72077466E+01	   1.83188E+02
 3.20409056E+02    6.19896135E+01	   1.86552E+02
 3.36045306E+02    6.69531624E+01	   1.89994E+02
 3.52050955E+02    7.20680386E+01	   1.93481E+02
 3.68406105E+02    7.73525867E+01	   1.97009E+02
 3.85100755E+02    8.28018831E+01	   2.00572E+02
 4.02094905E+02    8.83541080E+01	   2.04129E+02
 4.19378605E+02    9.39750569E+01	   2.07647E+02
 4.36911955E+02    9.96351637E+01	   2.11086E+02
 4.54684955E+02    1.05315986E+02	   2.14396E+02
 4.72647605E+02    1.10988996E+02	   2.17491E+02
 4.90770055E+02    1.16646111E+02	   2.20205E+02
 4.99946155E+02    1.19514274E+02	   2.21219E+02
	
